,SO2,TEMP,PRES,RAIN,wd,WSPM,season
2225,8,16.3,1012.7,0,WSW,2.3,spring
2226,15,17.5,1001.3,0,SW,3.3,spring
2227,48,-9.5,1026.2,0,W,0.8,winter
2228,7,8.5,1021.2,0,S,2.5,spring
2229,2,11.2,1018,0,NW,1.4,fall
2230,31,-1.7,1024.9,0,E,1.2,winter
2231,58,22.7,1003.5,0,SW,3.5,spring
2232,2,24.9,1001.9,0,NNE,1.8,summer
2233,2,30.7,1000.5,0,NE,1.3,summer
2234,42,4.3,1020.2,0,E,1.3,winter
2235,12,19.2,1005.9,0,SSW,1,fall
2236,14,20.1,1005.3,0,WSW,4.5,spring
2237,6,1,1013,0.3,SW,0.7,winter
2238,3,21.5,1004.7,0,E,2.1,summer
2239,2,8.9,1022.5,0.3,NW,1.3,fall
2240,56,-4,1014,0,WNW,1,winter
2241,58,0.3,1027.6,0,NE,0.8,winter
2242,5,27.7,1011.6,0,SSW,1.2,fall
2243,40,29.4,1005.8,0,NNE,1.9,spring
2244,21,9.8,1010.6,0,SW,1.8,fall
2245,7,5.7,1026.7,0,NW,4,winter
2246,2,23.8,994.9,0,E,1.8,summer
2247,5,9.3,1027.4,0,SE,1.5,winter
2248,2,25.9,1001.4,0,NNE,1.4,summer
2249,16,26,1011.3,0,SSW,1.9,fall
2250,13,20.7,1002.4,0,WNW,1.5,summer
2251,2,25.5,1001.3,0,WSW,1.6,summer
2252,22,-1.7,1026.6,0,E,0.6,winter
2253,23,25.6,997.5,0,E,3.7,summer
2254,2,4.9,1025.9,0.1,NE,3.9,spring
2255,12,4.1,1027.5,0,NNE,1.5,winter
2256,2,21,1002.6,0,SE,1.5,spring
2257,3,21.2,1000.8,0,N,1.4,spring
2258,18,8.8,1027,0,W,1.8,fall
2259,7,3,1016,0,NW,1.8,winter
2260,2,19.2,1006.1,0,WSW,0.4,summer
2261,8,1.5,1018.1,0,NE,2.7,winter
2262,4,-0.7,1020.8,0,WNW,6.6,winter
2263,11,-4.7,1024.2,0,N,2.2,winter
2264,2,31.1,1000.1,0,SSE,1.5,summer
2265,30,22.2,1008.1,0,WSW,1.7,spring
2266,24,-0.8,1024.2,0,NE,0.7,winter
2267,5,20.6,1008,0,SE,1.8,fall
2268,54,3,1022,0,NW,2.6,winter
2269,6,10.5,1003.5,0,E,0.9,spring
2270,103,3.3,1013,0,NW,2,fall
2271,5,6.1,1023.8,0,N,1.6,fall
2272,6,21.6,1011.1,0,SSW,2.9,fall
2273,2,18.5,1011,0.6,negligible,0.1,fall
2274,2,20.8,1005.2,0,WSW,0.6,summer
2275,5,30.2,1009,0,WNW,1.4,fall
2276,5,27.4,993.3,0,WNW,0.6,summer
2277,35,-3.1,1033,0,S,0.7,winter
2278,12,13.4,1008.8,0,NE,1.5,spring
2279,7,30.9,1005.4,0,SW,2.7,summer
2280,24,0,1015.8,0,E,0.7,spring
2281,2,24.3,1010.4,0,W,1.5,summer
2282,78,-9.5,1025.9,0,WSW,0.5,winter
2283,51,6,1021.5,0,SW,2.2,spring
2284,2,33.5,1003.5,0,S,2.7,summer
2285,2,18.4,1005.9,0.5,ESE,2.1,fall
2286,4,22.1,1011.7,0,WSW,1.8,fall
2287,7,31.5,998,0,NE,1.8,summer
2288,8,17.7,1015.8,0,SE,1.2,fall
2289,2,31,1009.1,0,SSE,1.8,fall
2290,32,3.1,1025.7,0,E,1.3,fall
2291,4,27.7,1005.1,0,NNE,2.1,summer
2292,2,17.6,1014.6,0,N,1.8,spring
2293,5,9.6,1025,0,WNW,2.1,fall
2294,10,32.8,996.8,0,SW,3.9,summer
2295,2,10.9,1013.6,0,NE,1,fall
2296,3,32.6,991.6,0,SW,4.6,summer
2297,9,34.3,987.8,0,NE,2,summer
2298,50,1,1025,0,W,2.5,winter
2299,2,15.3,1007.9,0,WNW,3.3,spring
2300,2,23.5,1000.5,11.8,SSE,2.9,summer
2301,2,24.3,1003.5,0,NW,5.3,spring
2302,8,-5,1025.5,0,ENE,1.2,winter
2303,17,4.6,1031,0,WSW,1.3,winter
2304,2,18.3,1001.7,0,ENE,0.9,spring
2305,46,-5.1,1027.4,0,ENE,1.3,winter
2306,2,-2.2,1032.4,0,W,1.1,fall
2307,50,-6.5,1027.2,0,WSW,0.9,winter
2308,14,20.1,1001.9,0,ENE,1,summer
2309,2,6.8,1026.7,0,ENE,3.2,fall
2310,4,26.1,996,0,W,4.8,spring
2311,16,-2.7,1027.9,0,ENE,1,winter
2312,9,-5.7,1032.3,0,NNW,3.6,winter
2313,2,18.1,1008.5,1.2,NNE,1.2,fall
2314,22,-2.7,1024.6,0,ENE,1.3,winter
2315,3,31.8,1007,0,SSW,2.9,summer
2316,32,13.4,1001.1,0,W,0.2,spring
2317,28,30.7,999.1,0,SSW,1.6,summer
2318,22,14.6,1009.2,0,SSW,2.8,spring
2319,5,-2,1029,0,NW,1.6,winter
2320,3,15.2,1018.1,0,NNW,0.5,fall
2321,23,5.4,1020.9,0,E,2,winter
2322,13,-2.7,1026.7,0,E,0.4,winter
2323,7,30.2,996.9,0,W,1.3,summer
2324,3,26.8,1008.7,0,E,1.9,summer
2325,5,26.7,1000.3,0,E,0.9,summer
2326,15,14.5,1007.3,0,S,1.1,fall
2327,12,4.8,1017,0,S,1.6,spring
2328,2,33.3,999.9,0,SSE,2.4,summer
2329,8,3.9,1018,0,W,1.1,fall
2330,4,8.7,1008.6,0,W,0.8,fall
2331,2,24.6,1004.4,0,N,4.9,spring
2332,10,-4.2,1030,0,NW,0.4,winter
2333,9,1.2,1020.1,0,SW,0.3,winter
2334,13,-4.8,1024.4,0,NNE,2.3,winter
2335,40,0.5,1009.9,0,SE,0.8,spring
2336,2,16.6,1016.4,0,SE,0.9,fall
2337,29,5.3,1023.8,0,ESE,1.5,winter
2338,7,-3.3,1034,0,NW,2.3,winter
2339,9,29.5,997.8,0,SE,3.3,summer
2340,2,9.7,1016.2,0,S,1.3,fall
2341,50,29.4,999.3,0,WNW,0.8,summer
2342,7,-2.4,1030,0,WNW,2,winter
2343,10,-3.7,1032.3,0,NE,2.2,winter
2344,3,5.9,1003.9,0,NE,1.3,fall
2345,3,24,998,0,S,1.2,summer
2346,9,20.7,1008.4,0,ENE,1.4,fall
2347,2,24.4,997,1.3,S,1.6,summer
2348,2,11.1,1007.9,0.3,WNW,2.3,fall
2349,2,23.4,1004.1,0,NE,0.9,summer
2350,30,1.5,1023.2,0,ENE,0.7,winter
2351,46,-3.1,1022.5,0,S,0.8,winter
2352,8,-5,1034.6,0,NE,0.9,winter
2353,1,12.2,1019.6,0,NNW,0.9,fall
2354,3,15.7,1014.6,0,WNW,0.9,spring
2355,2,27.6,999.8,0,N,0.9,summer
2356,6,20.3,1004.4,0,NE,1,spring
2357,40,0.3,1024.7,0,E,1.4,winter
2358,3,-1.8,1029.1,0,NNE,1.6,winter
2359,10,-2.55,1027.5,0,SW,1,winter
2360,75,2.6,1012.5,0,NNE,0.7,winter
2361,10,-7.3,1032.3,0,N,2.2,winter
2362,8,10.3,1012.2,0,SW,3.9,spring
2363,19,9.8,1017.3,0,W,1.1,spring
2364,2,22.7,1000.4,0,WNW,1.3,summer
2365,9,4.2,1023,0,NW,1.8,fall
2366,2,17,1006.6,0,NW,0.8,summer
2367,2,9.3,1023.9,0,NNW,4.5,fall
2368,20,-5.4,1033.6,0,ENE,1.1,winter
2369,100,13.1,1002.5,0,SSW,3.7,spring
2370,2,3.1,1030.5,0,NW,4.1,winter
2371,4,4.2,1016,0,WSW,0.2,fall
2372,2,31.3,1007.8,0,NW,2,summer
2373,2,33.2,997.3,0,ENE,2.4,summer
2374,10,-2,1027,0,WNW,2,winter
2375,12,10.4,1017.3,0,E,0.9,fall
2376,29,22.7,996.8,0,S,1,spring
2377,45,14.6,1002.8,0,NE,1,spring
2378,2,11.7,1014.4,0,WNW,5.7,spring
2379,6,26.1,1002.8,0,ESE,1.1,summer
2380,13,5.4,1018.5,0,WNW,3.2,spring
2381,16,0.6,1030,0,W,0.8,fall
2382,2,6,1026.1,0,NNE,3.3,spring
2383,2,23.5,997.2,0,NW,2.4,spring
2384,3,8.4,1015.9,0,NNE,3.3,spring
2385,9,6.7,1021.8,0,WSW,1.6,spring
2386,46,-9.54,1033,0,NE,1.5,winter
2387,91,24.6,1007.6,0,SSW,2.2,spring
2388,4,22.4,992.4,0,E,0.5,summer
2389,7,28.4,996.3,0,WSW,0.6,summer
2390,5,28.6,1000,0,NW,1.6,summer
2391,23,6.3,1015.2,0,NE,1.2,fall
2392,2,22.5,1010.4,0,WSW,2.9,fall
2393,3,1.6,1024.9,0,NW,3.1,winter
2394,19,27.3,1002.8,0,SSW,1.7,spring
2395,3,23.8,993,0,ENE,1.4,summer
2396,49,4.8,1022.4,0,E,1.4,winter
2397,4,1.5,1027.1,0,NE,2.3,winter
2398,9,-0.4,1028,0,NW,3.4,winter
2399,2,3.2,1023.4,0,ENE,1.5,fall
2400,4,-6.9,1021.5,0,NW,5.1,winter
2401,3,28.4,993.8,0,E,1.4,summer
2402,58,8.4,1014.2,0,E,3.4,winter
2403,76,5.6,1016.1,0,ENE,1.1,spring
2404,7,28.7,1004.3,0,S,1.3,spring
2405,18,1.9,1026.1,0,ENE,3.7,winter
2406,2,9.7,1019.9,0,ESE,1.2,fall
2407,4,30.8,999.3,0,ESE,2.4,summer
2408,8,12.3,1007.7,0,E,1.2,spring
2409,18,25.8,991.1,0,SW,1.5,spring
2410,9,7,1005.9,0,NE,0.5,spring
2411,7,30.3,992.3,0,WSW,3.4,summer
2412,16,22.6,1003.6,0,SSW,1.5,spring
2413,3,22.7,999.3,0.9,W,1.3,summer
2414,36,-0.7,1017.3,0,SSE,1,fall
2415,19,9.5,1006.9,0,negligible,0.1,spring
2416,16,9.2,1016.4,0,WSW,0.9,spring
2417,2,21.1,1003.2,0,E,1.5,summer
2418,10,12,1010.5,0,N,0.5,spring
2419,5,7.4,1021.2,0,SE,2.5,fall
2420,6,23.5,1008.7,0,N,1.3,fall
2421,2,17.4,1004.1,0,NW,5.1,spring
2422,84,1.3,1025.7,0,E,1.6,winter
2423,3,15.3,1014,0,WSW,3.1,spring
2424,35,33.5,999.2,0,SSW,2,summer
2425,4,36.1,994.2,0,ESE,2,summer
2426,4,25.2,989.6,0,E,1.7,spring
2427,2,19.4,1007.6,0,NNE,3.4,spring
2428,10,15.5,1008.2,0,WNW,1.5,spring
2429,11,7.7,1022.8,0,SW,1.1,fall
2430,2,4.4,1025.9,0,NNW,4.3,winter
2431,2,19.5,1014.3,0,S,1.1,fall
2432,2,28.4,1006.8,0,E,0.8,summer
2433,8,13.4,1015.1,0,SSE,0.6,fall
2434,4,3,1027,0,W,3.9,winter
2435,7,27.3,1002.7,0,SSW,0.9,summer
2436,2,15.5,1014.9,0,ENE,0.8,fall
2437,49,2.3,1028.6,0,NE,1.6,winter
2438,3,3.1,1016.3,0,NE,2.8,spring
2439,2,23.7,1010.8,0,NNE,1.8,fall
2440,2,28,1002.6,0,E,1.4,summer
2441,5,23.7,1004.9,0,WNW,3.3,spring
2442,2,26.7,1006.1,0,WNW,3.5,spring
2443,3,25.4,1004.1,0,SSE,1.3,summer
2444,2,28.9,1000.7,0,SW,1.2,summer
2445,2,13.7,1020.1,0,ENE,4.1,fall
2446,117,-1.5,1011.3,0,SW,0.3,winter
2447,2,16.8,1009.3,0,SSW,1.4,fall
2448,3,25,1003.3,0,W,2.6,summer
2449,9,21,1007.6,0,E,2.5,spring
2450,39,23.8,1006,0,SW,2.9,spring
2451,44,1.3,1019.2,0,ESE,0.9,winter
2452,34,11.3,1011.3,0,S,1.8,spring
2453,2,19.75,1020.25,0,NE,1.9,fall
2454,4,11.1,1006.5,0,WSW,1.1,spring
2455,2,9.5,1015.5,0,NE,1.2,fall
2456,17,13.9,1017,0,WSW,1.3,fall
2457,8,25.3,997.5,0,SW,1.7,spring
2458,2,10.73333333,1019,0,negligible,0.1,fall
2459,15,18.2,1018.6,0,E,1.2,fall
2460,2,14.9,1011.7,0,SW,0.8,fall
2461,2,31.1,998.9,0,SW,2.4,summer
2462,3,5.5,1024.9,0,E,1.2,fall
2463,2,16.3,998.9,0,NE,0.9,fall
2464,2,25,1000.7,0,N,1.8,summer
2465,59,21,1011.2,0,ESE,2.1,spring
2466,70,-1.5,1017.6,0,S,0.4,winter
2467,59,10.7,1011.3,0,SW,2.3,spring
2468,8,30.2,1001.9,0,SW,3.3,summer
2469,23,3.3,1025.6,0,ENE,2,winter
2470,2,15.1,1009.6,4.3,S,1.5,fall
2471,62,4.1,1011.3,0,SE,0.6,winter
2472,5,10,1023.7,0,NW,1.9,fall
2473,53,0.2,1016,0,NNE,0.8,winter
2474,2,22.5,1005,0,E,1.5,summer
2475,5,29.8,997.2,0,SW,2.1,fall
2476,2,-2.375,1029.75,0,NE,3.9,winter
2477,3,23.4,997.1,0,W,1.7,summer
2478,88,-3.8,1006.9,0,NE,1.1,winter
2479,12,23.2,1006,0,S,1,summer
2480,62,1.2,1016,0,WNW,1.4,winter
2481,12,15.6,1010.9,0,S,1.2,spring
2482,9,27.2,1005.3,0,E,2.1,summer
2483,39,9.7,1014.1,0,SW,2.9,spring
2484,18,-5.6,1028.25,0,NE,1.6,winter
2485,2,2,1029.1,0,NE,0.6,fall
2486,3,10.4,1008.2,0,SW,0.2,fall
2487,2,-0.9,1030,0,W,0.8,fall
2488,2,30.7,1004,0,ENE,3,summer
2489,8,21,1007.2,0,NNW,2,spring
2490,10,5.9,1013.4,0,WNW,3.5,fall
2491,5,30.7,1001,0,SW,2.1,summer
2492,4,30.9,996.7,0,W,1.9,summer
2493,43,3,1015,0,WSW,0.8,winter
2494,5,2.3,1025.6,0,WNW,4.5,winter
2495,2,18.1,1010.1,0,NE,1.4,fall
2496,23,32.2,998.5,0,SW,1.2,summer
2497,2,27.3,1004.3,0,E,1.5,summer
2498,11,31.3,1001,0,E,1.5,summer
2499,3,15.1,1012.6,0,E,0.7,fall
2500,5,6.9,1009.2,0,WNW,6.1,spring
